candidate_id,job_id,score,skills_match,experience_score,project_score,label
1079,4,53.0,6.9,30.0,15.4,average fit
1080,8,50.2,1.7,30.0,22.9,good fit
1080,5,45.4,0.0,30.0,12.9,average fit
1080,6,59.1,7.2,30.0,19.5,poor fit
1081,4,9.7,0.4,0.0,13.5,poor fit
1081,10,19.2,0.0,0.0,15.3,poor fit
1081,9,22.1,0.0,0.0,26.6,poor fit
1082,3,21.8,6.3,1.5,14.3,poor fit
1082,6,33.0,7.8,0.0,28.7,poor fit
1083,8,56.6,1.7,27.9,27.9,average fit
1084,3,46.8,0.0,30.0,21.7,good fit
1084,6,43.2,0.0,30.0,14.9,average fit
1085,1,52.0,3.8,30.0,22.3,average fit
1085,6,42.6,0.0,30.0,12.2,poor fit
1085,9,58.9,5.8,30.0,23.1,average fit
1086,10,63.0,1.9,30.0,28.4,good fit
1086,9,55.1,8.7,30.0,13.3,average fit
1087,2,60.3,19.9,30.0,14.9,poor fit
1087,5,61.3,1.6,30.0,25.7,average fit
1087,1,44.8,0.9,30.0,16.8,average fit
1088,1,85.5,24.5,30.0,28.7,good fit
1088,5,48.2,1.9,30.0,19.5,average fit
1089,7,43.0,0.0,30.0,17.1,poor fit
1089,2,58.6,0.0,30.0,26.4,poor fit
1089,6,55.1,0.0,30.0,26.5,average fit
1090,6,40.0,10.6,11.8,21.5,poor fit
1090,2,59.0,2.5,30.0,26.1,good fit
1091,8,64.4,23.7,20.9,20.7,average fit
1091,5,52.1,2.3,30.0,23.5,poor fit
1091,3,44.1,9.1,20.0,15.4,average fit
1092,8,50.2,4.6,11.3,29.5,average fit
1092,6,27.7,5.4,10.3,12.6,poor fit
1092,3,51.6,8.1,12.1,28.7,average fit
1093,3,40.2,0.6,30.0,12.6,poor fit
1093,6,50.0,0.2,30.0,15.4,average fit
1094,10,45.9,0.0,30.0,18.2,good fit
1094,1,49.4,3.7,30.0,13.3,poor fit
1094,9,53.1,0.0,30.0,28.1,average fit
1095,2,51.0,3.1,30.0,20.4,good fit
1096,2,42.3,5.1,30.0,12.2,poor fit
1097,2,40.3,1.7,30.0,12.4,poor fit
1097,7,52.9,2.7,30.0,17.7,poor fit
1098,9,61.1,0.0,30.0,28.7,average fit
1099,3,39.4,1.6,11.8,24.8,poor fit
1099,9,64.1,1.4,28.4,29.8,poor fit
1099,2,59.8,17.4,29.8,15.2,poor fit
1100,9,59.7,7.6,30.0,20.3,average fit
1100,1,54.9,0.0,30.0,29.1,poor fit
1100,10,68.3,32.2,16.3,21.1,average fit
1101,3,52.5,1.6,30.0,16.2,average fit
1102,7,59.0,13.5,30.0,17.3,average fit
1102,1,83.8,23.8,30.0,28.9,good fit
1103,7,63.5,18.4,30.0,18.6,average fit
1103,9,57.5,0.0,30.0,24.4,average fit
1103,2,63.2,3.3,30.0,28.4,average fit
1104,2,48.5,1.6,30.0,13.0,average fit
1104,6,43.4,0.0,30.0,15.2,poor fit
1105,1,44.5,2.5,30.0,13.9,poor fit
1105,5,41.6,3.0,26.1,15.9,average fit
1105,9,49.8,2.7,30.0,16.6,poor fit
1106,4,64.5,6.5,30.0,29.5,good fit
1106,6,42.6,2.4,30.0,10.6,poor fit
1107,1,48.5,6.2,30.0,11.7,average fit
1107,8,53.9,2.2,30.0,24.9,average fit
1108,3,31.8,1.4,13.4,18.5,poor fit
1109,4,32.1,4.3,10.3,17.5,average fit
1110,5,61.9,0.0,30.0,27.8,average fit
1110,4,38.1,1.4,23.8,16.1,poor fit
1110,10,40.0,2.9,17.8,16.0,poor fit
1111,9,52.4,0.0,30.0,20.0,average fit
1112,3,41.7,1.4,30.0,13.0,poor fit
1113,7,47.8,0.0,30.0,13.4,good fit
1113,6,62.4,4.4,30.0,29.1,average fit
1114,8,44.9,7.1,21.6,17.7,poor fit
1114,9,64.3,0.0,30.0,29.7,average fit
1115,10,50.7,3.0,25.3,18.8,good fit
1116,10,60.5,6.5,30.0,23.2,average fit
1117,1,31.1,0.0,18.8,12.2,poor fit
1117,5,30.5,0.0,12.2,14.7,poor fit
1118,6,72.4,18.8,30.0,24.8,good fit
1119,6,83.7,37.5,30.0,18.7,good fit
1119,2,48.1,0.0,30.0,13.4,average fit
1120,5,51.3,0.0,30.0,25.3,average fit
1121,2,50.2,0.0,30.0,20.6,good fit
1122,8,56.4,0.0,30.0,23.5,poor fit
1123,4,56.0,7.6,30.0,20.6,average fit
1124,9,25.5,3.0,0.0,27.3,average fit
1124,5,20.0,3.0,0.0,13.2,poor fit
1124,10,19.7,0.0,2.4,13.7,poor fit
1125,7,32.6,0.0,17.0,20.6,poor fit
1125,1,47.4,4.3,16.8,27.4,average fit
1126,1,45.6,4.0,30.0,12.1,good fit
1127,2,42.1,2.5,30.0,11.8,poor fit
1127,5,52.1,13.9,29.8,12.3,good fit
1127,9,52.6,0.5,30.0,23.0,average fit
1128,8,31.9,0.8,0.0,28.5,poor fit
1129,10,36.3,0.7,24.5,11.0,poor fit
1130,8,56.8,2.1,30.0,26.4,average fit
1130,4,49.4,3.4,30.0,18.8,good fit
1130,1,63.5,10.5,30.0,21.2,average fit
1131,6,34.1,0.0,12.1,19.4,poor fit
1132,9,45.1,2.7,30.0,10.5,good fit
1132,10,69.2,9.5,30.0,27.9,average fit
1132,3,55.6,9.6,30.0,19.8,average fit
1133,6,52.0,0.0,30.0,18.4,average fit
1133,5,57.5,1.8,30.0,23.5,average fit
1134,9,49.7,7.9,30.0,10.3,average fit
1134,7,63.9,1.8,30.0,27.5,poor fit
1134,6,73.6,12.7,30.0,29.9,good fit
1135,8,50.6,2.1,30.0,23.3,good fit
1135,10,77.1,25.8,30.0,23.8,average fit
1135,3,53.9,0.0,30.0,27.5,good fit
1136,3,64.1,8.7,30.0,26.5,poor fit
1136,10,64.1,0.0,30.0,29.6,good fit
1136,4,61.4,2.4,30.0,27.0,good fit
1137,1,51.6,2.2,30.0,15.8,average fit
1137,9,55.8,0.0,30.0,24.8,poor fit
1137,2,41.6,0.0,30.0,12.9,poor fit
1138,6,62.4,12.5,30.0,21.0,good fit
1138,8,70.8,8.5,30.0,28.7,good fit
1138,2,60.2,0.0,30.0,26.4,average fit
1139,10,53.0,0.0,30.0,19.8,average fit
1140,2,46.1,2.8,30.0,14.9,poor fit
1140,4,41.0,0.0,30.0,11.5,average fit
1140,8,73.1,17.8,30.0,25.3,good fit
1141,8,63.3,7.9,30.0,22.8,average fit
1142,5,46.0,0.0,30.0,13.1,good fit
1142,4,68.2,20.1,30.0,18.5,average fit
1142,7,47.4,0.0,30.0,14.1,average fit
1143,1,63.0,8.5,30.0,19.6,average fit
1144,3,62.5,14.7,30.0,19.7,average fit
1145,2,59.8,0.0,30.0,26.4,average fit
1146,6,48.0,6.4,30.0,11.0,good fit
1146,7,63.5,0.0,30.0,29.6,average fit
1147,4,15.8,0.0,0.0,18.3,poor fit
1147,5,15.3,0.0,0.0,19.6,poor fit
1148,10,64.0,5.7,30.0,29.3,average fit
1148,1,60.1,7.3,30.0,20.6,good fit
1148,8,57.6,19.4,30.0,10.6,average fit
1149,9,50.5,5.1,30.0,13.5,good fit
1149,2,40.7,0.0,30.0,10.5,average fit
1150,8,59.4,0.0,30.0,24.8,poor fit
1150,1,56.7,19.6,30.0,10.2,average fit
1150,7,64.9,11.1,30.0,20.0,average fit
1151,2,43.5,0.0,30.0,11.5,average fit
1152,8,45.9,5.2,30.0,13.6,poor fit
1153,10,44.4,6.4,30.0,11.2,poor fit
1154,5,60.0,0.0,30.0,26.7,average fit
1154,9,45.1,6.4,30.0,12.1,average fit
1155,1,28.2,9.0,0.0,15.8,poor fit
1156,1,45.2,3.9,30.0,12.1,average fit
1156,9,39.5,2.1,30.0,10.6,average fit
1156,8,47.1,0.4,30.0,11.9,good fit
1157,1,14.3,0.0,2.6,11.2,poor fit
1157,5,35.9,2.3,2.1,28.4,average fit
1157,2,48.7,16.8,2.2,27.8,average fit
1158,5,53.5,0.0,30.0,26.7,average fit
1159,3,52.8,0.0,30.0,26.2,average fit
1160,8,40.2,2.9,30.0,10.1,average fit
1161,3,79.9,34.9,30.0,11.2,good fit
1161,7,54.1,2.9,30.0,24.0,average fit
1162,8,51.5,1.2,30.0,19.9,poor fit
1162,4,42.5,0.0,30.0,17.0,poor fit
1162,10,44.8,0.0,27.0,18.6,poor fit
1163,1,53.8,4.7,30.0,21.1,average fit
1163,8,46.9,0.0,30.0,21.7,average fit
1163,9,65.7,23.1,30.0,10.1,good fit
1164,9,38.1,2.1,30.0,10.9,poor fit
1164,2,62.8,14.2,30.0,21.9,poor fit
1165,7,56.7,1.7,30.0,27.6,average fit
1165,2,48.9,0.4,30.0,14.5,average fit
1165,9,46.0,4.0,30.0,13.4,poor fit
1166,2,54.0,2.4,30.0,16.9,poor fit
1167,3,48.8,0.0,30.0,16.6,average fit
1167,4,51.7,0.0,30.0,21.1,average fit
1167,8,40.5,0.0,30.0,13.9,poor fit
1168,10,40.5,0.0,30.0,10.1,average fit
1169,4,51.6,5.9,30.0,12.4,good fit
1170,7,20.3,3.3,3.0,11.2,poor fit
1171,1,59.2,2.4,30.0,22.3,average fit
1171,2,47.7,0.0,30.0,19.6,average fit
1171,5,58.0,2.4,30.0,21.9,average fit
1172,4,69.5,13.8,30.0,29.7,average fit
1172,10,46.9,0.0,30.0,19.6,poor fit
1173,7,67.4,19.3,30.0,16.4,poor fit
1174,2,60.1,0.0,30.0,28.1,average fit
1174,3,47.6,6.4,30.0,10.5,good fit
1174,9,61.1,5.9,30.0,27.5,good fit
1175,3,41.2,4.0,11.5,27.2,poor fit
1175,4,31.8,7.0,7.1,21.6,average fit
1175,7,42.5,0.1,14.5,28.3,poor fit
1176,6,61.2,2.8,30.0,24.8,average fit
1177,6,48.4,0.3,30.0,15.1,poor fit
1178,3,61.1,1.7,30.0,24.7,average fit
1179,3,62.1,6.6,29.5,22.7,average fit
1179,4,49.8,0.0,27.4,21.8,average fit
1180,10,49.7,0.7,30.0,16.8,poor fit
1180,1,52.0,5.3,30.0,16.7,good fit
1181,1,55.7,0.2,30.0,20.8,average fit
1181,6,52.8,1.8,30.0,25.8,average fit
1181,5,41.5,0.0,30.0,13.4,average fit
1182,6,44.7,2.2,30.0,11.6,poor fit
1182,5,70.6,15.2,30.0,25.1,average fit
1182,8,62.6,2.6,30.0,25.1,average fit
1183,10,31.2,0.0,2.1,27.6,average fit
1183,3,15.2,1.8,0.0,15.5,poor fit
1183,8,24.5,1.7,0.8,23.1,poor fit
1184,2,48.5,0.0,30.0,15.2,poor fit
1184,5,42.4,2.8,30.0,13.9,poor fit
1184,9,46.7,2.8,30.0,11.5,average fit
1185,10,48.7,0.0,30.0,22.4,average fit
1186,6,42.7,0.0,30.0,17.6,average fit
1187,5,47.7,2.6,30.0,19.7,average fit
1187,7,54.6,2.5,30.0,26.6,poor fit
1188,5,54.9,0.0,30.0,20.5,average fit
1188,4,45.4,4.1,30.0,15.4,good fit
1188,6,49.9,2.1,30.0,14.1,average fit
1189,5,50.1,0.0,30.0,22.3,average fit
1190,6,40.5,0.0,30.0,12.0,poor fit
1190,3,45.8,2.5,30.0,13.6,average fit
1190,8,53.7,0.0,30.0,28.4,average fit
1191,6,53.2,5.2,30.0,22.5,average fit
1191,3,46.9,0.0,30.0,16.8,poor fit
1191,5,51.2,2.0,30.0,22.3,average fit
1192,2,44.8,2.3,30.0,14.4,poor fit
1193,8,49.7,0.0,30.0,16.9,average fit
1193,9,61.4,5.0,30.0,21.4,poor fit
1194,5,49.5,1.6,30.0,14.5,average fit
1195,8,42.4,7.2,21.5,13.5,poor fit
1195,2,39.4,0.9,30.0,10.1,poor fit
1195,10,49.5,9.0,14.9,28.9,average fit
1196,2,47.9,4.6,30.0,10.3,average fit
1197,5,46.7,0.2,30.0,18.5,good fit
1197,3,55.1,1.4,30.0,19.1,average fit
1197,2,76.2,28.3,30.0,17.5,good fit
1198,1,53.0,8.8,30.0,15.1,good fit
1199,5,54.2,0.0,30.0,21.1,average fit
1199,10,48.0,7.6,30.0,11.7,good fit
1199,7,53.3,0.0,30.0,19.1,poor fit
1200,4,51.5,2.8,30.0,16.7,poor fit
1200,3,43.8,0.0,30.0,14.7,poor fit
1201,7,45.1,2.4,30.0,15.0,average fit
1202,3,54.6,0.0,30.0,22.9,average fit
1203,8,47.9,1.2,30.0,12.4,average fit
1203,2,59.6,0.0,30.0,28.2,good fit
1204,3,87.2,35.0,30.0,22.9,average fit
1204,10,41.7,1.1,30.0,10.9,poor fit
1204,4,55.8,0.0,30.0,23.9,average fit
1205,8,52.1,0.0,29.2,24.8,average fit
1205,4,42.5,0.0,30.0,16.1,poor fit
1206,3,53.8,0.0,30.0,21.2,average fit
1206,7,44.6,5.1,30.0,10.6,poor fit
1207,8,55.7,7.4,22.1,21.6,average fit
1208,6,39.1,4.8,10.0,21.6,poor fit
1208,1,40.5,7.7,15.5,20.7,poor fit
1209,4,65.0,6.9,30.0,25.4,average fit
1209,6,93.9,40.0,30.0,20.7,good fit
1209,3,62.2,19.4,30.0,10.6,good fit
1210,4,51.1,6.7,30.0,11.7,average fit
1211,4,37.7,8.7,20.8,10.4,poor fit
1211,5,40.6,0.0,26.2,17.6,average fit
1212,10,46.3,0.0,30.0,15.2,poor fit
1213,8,56.0,3.4,30.0,24.8,poor fit
1214,10,58.3,1.2,30.0,23.9,good fit
1214,6,56.6,4.3,30.0,27.2,poor fit
1215,2,46.1,0.0,30.0,12.3,poor fit
1215,7,45.2,1.6,30.0,12.1,good fit
1216,3,82.0,22.5,30.0,28.0,good fit
1216,10,47.1,9.3,30.0,12.3,average fit
1217,4,55.4,0.8,30.0,27.6,average fit
1217,1,61.7,6.8,30.0,29.2,average fit
1217,7,52.5,0.0,30.0,21.0,poor fit
1218,1,69.2,8.7,30.0,28.9,average fit
1218,5,47.4,0.0,30.0,16.8,average fit
1218,2,50.0,0.0,30.0,20.8,average fit
1219,3,61.2,7.3,30.0,27.2,average fit
1219,4,40.7,2.8,30.0,12.7,poor fit
1220,10,59.9,0.8,30.0,29.9,poor fit
1221,3,60.3,5.4,30.0,26.1,good fit
1221,5,56.2,0.0,30.0,26.4,average fit
1221,8,61.2,6.4,30.0,23.2,good fit
1222,2,47.0,10.7,30.0,10.4,poor fit
1223,2,59.0,11.2,30.0,13.7,average fit
1223,8,45.7,1.9,30.0,15.0,average fit
1223,6,46.3,2.5,30.0,17.5,good fit
1224,3,52.6,10.6,18.8,24.0,average fit
1224,5,51.4,0.2,29.5,17.3,poor fit
1225,3,34.0,2.2,12.6,15.4,poor fit
1225,10,34.0,5.8,9.2,19.0,poor fit
1226,6,79.2,14.6,30.0,30.0,good fit
1226,5,60.2,0.0,30.0,25.5,average fit
1226,8,53.9,2.8,30.0,21.3,poor fit
1227,1,17.7,9.1,0.0,11.0,poor fit
1227,2,17.5,0.0,0.0,22.4,poor fit
1227,7,22.0,0.0,3.5,21.7,poor fit
1228,9,69.2,8.6,30.0,29.0,poor fit
1228,7,37.4,0.6,18.6,21.0,average fit
1228,8,38.8,7.2,9.2,20.3,poor fit
1229,9,46.0,2.5,30.0,16.0,average fit
1229,7,86.5,25.5,30.0,27.9,good fit
1230,2,62.7,11.6,30.0,25.3,average fit
1231,2,14.5,0.0,3.2,15.8,poor fit
1231,7,27.4,2.6,0.0,22.3,average fit
1232,4,62.2,1.4,30.0,27.1,average fit
1232,1,52.2,5.0,30.0,14.1,average fit
1233,3,47.9,14.1,20.3,12.6,good fit
1233,5,47.2,2.0,29.1,13.2,average fit
1233,7,62.0,2.5,28.6,29.4,average fit
1234,8,43.1,4.0,17.9,21.4,poor fit
1234,6,43.8,8.5,16.0,15.2,average fit
1235,3,73.4,13.7,30.0,25.5,good fit
1236,6,70.8,16.3,30.0,20.7,good fit
1236,1,48.1,0.0,30.0,19.0,average fit
1237,10,66.1,20.4,30.0,13.1,good fit
1238,8,49.2,11.6,30.0,10.1,average fit
1238,1,44.6,4.4,30.0,14.5,poor fit
1238,10,37.6,5.6,21.7,10.3,poor fit
1239,9,44.3,0.0,30.0,17.0,poor fit
1240,4,35.9,1.0,23.7,12.9,average fit
1240,9,55.8,12.0,30.0,14.0,average fit
1240,6,38.9,5.5,12.5,15.9,poor fit
1241,5,26.0,0.3,11.0,15.4,average fit
1241,6,23.9,0.0,4.5,14.5,average fit
1242,7,50.2,1.2,29.8,16.4,good fit
1242,9,58.1,0.8,30.0,23.8,average fit
1243,2,44.9,1.2,30.0,13.3,poor fit
1243,3,27.6,0.0,13.8,10.7,poor fit
1243,7,40.9,0.0,13.8,24.8,poor fit
1244,2,86.2,30.6,30.0,24.4,good fit
1245,4,41.8,1.0,30.0,10.9,poor fit
1245,1,51.7,0.0,30.0,26.6,poor fit
1246,10,43.0,0.0,30.0,10.4,average fit
1246,4,51.6,0.3,30.0,26.1,average fit
1247,4,57.5,7.3,30.0,24.8,poor fit
1247,1,60.6,0.3,30.0,29.0,average fit
1248,8,41.2,0.0,30.0,13.0,poor fit
1248,2,58.7,2.8,30.0,23.8,average fit
1248,4,42.3,4.1,30.0,12.6,average fit
1249,6,50.2,0.0,30.0,20.1,good fit
1249,10,55.5,0.0,30.0,24.4,poor fit
1250,6,53.3,7.2,26.3,23.6,average fit
1250,10,86.1,28.7,30.0,22.6,good fit
1250,3,46.7,4.9,30.0,12.9,average fit
1251,1,37.5,0.0,30.0,10.9,poor fit
1252,9,72.4,26.3,30.0,18.1,good fit
1252,5,50.2,2.9,30.0,16.3,average fit
1253,5,52.2,0.0,30.0,24.2,poor fit
1253,2,60.5,0.0,30.0,27.8,poor fit
1254,8,48.3,0.0,30.0,15.8,average fit
1255,9,52.7,1.4,30.0,18.4,poor fit
1255,10,47.0,0.0,30.0,15.0,poor fit
1255,6,41.6,0.0,30.0,12.8,poor fit
1256,10,50.5,0.0,29.9,21.1,average fit
1257,6,37.9,12.7,0.0,26.3,poor fit
1258,7,43.2,0.0,30.0,10.9,poor fit
1258,10,46.3,7.5,28.1,10.2,poor fit
1259,2,55.9,0.5,30.0,29.8,good fit
1259,5,50.6,0.0,30.0,22.2,good fit
1260,4,55.8,5.5,30.0,19.3,average fit
1260,7,44.2,0.9,30.0,17.8,poor fit
1260,9,70.8,20.7,30.0,17.0,good fit
1261,10,66.1,5.6,30.0,29.6,average fit
1261,7,45.0,1.5,30.0,15.6,average fit
1262,9,49.5,0.0,26.1,21.2,average fit
1263,3,61.2,0.0,30.0,27.7,average fit
1263,1,59.9,6.1,30.0,21.9,average fit
1263,9,43.2,0.0,30.0,18.1,poor fit
1264,10,49.1,8.5,25.2,16.2,average fit
1264,2,54.8,2.2,30.0,18.4,average fit
1265,2,17.2,1.8,0.0,20.1,poor fit
1265,1,28.6,3.7,0.0,23.6,poor fit
1265,9,19.6,3.3,0.0,16.9,poor fit
1266,5,43.2,0.0,30.0,14.9,poor fit
1267,2,54.6,1.3,30.0,24.6,poor fit
1267,5,63.2,18.3,30.0,19.4,average fit
1267,3,55.7,2.6,30.0,22.9,average fit
1268,2,58.8,2.8,30.0,27.0,average fit
1268,8,54.4,12.3,30.0,13.9,average fit
1268,4,47.0,1.0,30.0,20.9,average fit
1269,8,62.8,8.1,30.0,24.9,good fit
1269,6,55.1,13.6,30.0,10.1,average fit
1270,7,53.7,12.0,30.0,14.8,good fit
1270,4,52.4,0.6,29.8,25.7,poor fit
1271,8,61.6,0.0,30.0,27.4,good fit
1272,2,59.4,1.9,30.0,27.9,average fit
1273,2,46.9,0.0,30.0,19.5,average fit
1274,2,49.8,1.3,30.0,23.0,average fit
1275,6,69.3,13.8,30.0,29.8,average fit
1275,4,50.5,7.5,30.0,15.9,good fit
1275,8,83.5,30.6,30.0,27.8,good fit
1276,10,58.8,0.0,30.0,26.9,average fit
1276,5,53.1,2.5,30.0,18.7,average fit
1276,4,46.2,2.8,30.0,10.1,poor fit
1277,1,36.4,11.6,0.0,25.5,average fit
1278,3,49.0,2.5,30.0,19.3,average fit
1278,8,41.1,1.4,30.0,10.7,average fit
1279,3,44.5,3.8,30.0,10.1,poor fit
1279,6,47.3,3.9,30.0,13.4,good fit
1280,3,38.3,0.0,12.6,22.8,poor fit
1280,1,42.8,2.4,13.2,23.5,average fit
